customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date
SYNCID0000000061,CA,AB,other,9659,1.0,0.0,2019-09-06,2019-10-21
SYNCID0000000062,CA,BC,BURNABY,4569,1.0,279426.0,,2013-11-27
SYNCID0000000063,CA,BC,DUNCAN,other,0.0,0.0,1964-06-05,2016-12-07
SYNCID0000000064,CA,ON,,6593,1.0,261476.0,2008-06-23,2011-02-20
SYNCID0000000065,CA,ON,WASAGA BEACH,6121,6.0,0.0,2020-10-21,2020-12-15
SYNCID0000000066,CA,ON,LONDON,0229,0.0,247659.0,2013-06-08,
SYNCID0000000067,CA,ON,OTTAWA,6231,6.0,734149.0,,2006-12-22
SYNCID0000000068,CA,,other,4013,1.0,0.0,2020-03-15,2020-06-20
SYNCID0000000069,CA,NL,ST. JOHN'S,9112,15.0,165941.0,2015-08-14,2015-11-23
SYNCID0000000070,CA,ON,WHITBY,9811,,0.0,2020-10-11,2020-10-16
SYNCID0000000071,CA,QC,MONTREAL,other,4.0,0.0,2022-02-02,
SYNCID0000000072,CA,ON,KITCHENER,0211,0.0,0.0,1994-07-24,1994-08-24
SYNCID0000000073,CA,AB,,0231,,0.0,1963-11-10,1998-05-13
SYNCID0000000074,CA,,other,9211,2.0,72172.0,1986-03-05,
SYNCID0000000075,CA,,other,7731,1.0,252807.0,2001-06-21,2001-08-28
SYNCID0000000076,CA,ON,BRAMPTON,6599,2.0,0.0,2023-09-28,
SYNCID0000000077,CA,BC,RICHMOND,8651,1.0,0.0,,2020-12-18
SYNCID0000000078,CA,AB,other,7215,1.0,0.0,,2023-10-23
SYNCID0000000079,CA,,other,6532,2.0,219715.0,2020-03-18,2020-06-03
SYNCID0000000080,CA,SK,SASKATOON,8653,0.0,0.0,2005-12-14,
SYNCID0000000081,CA,QC,MONTREAL,9639,1.0,13684.0,,2011-05-08
SYNCID0000000082,CA,ON,POWASSAN,4226,0.0,0.0,1981-08-06,
SYNCID0000000083,CA,AB,EDMONTON,7215,1.0,36025.0,2018-12-12,2018-12-21
SYNCID0000000084,CA,BC,RICHMOND,4013,2.0,135506.0,2020-10-14,2022-04-25
SYNCID0000000085,CA,,other,6412,0.0,77720.0,2016-02-20,2016-06-02
SYNCID0000000086,CA,ON,WATERLOO,other,0.0,0.0,1995-09-10,1995-11-02
SYNCID0000000087,CA,,other,4499,2.0,0.0,2023-12-20,2024-01-01
SYNCID0000000088,CA,,other,7771,0.0,0.0,2015-07-07,2016-02-07
SYNCID0000000089,CA,ON,ALLISTON,9712,3.0,125506.0,2006-04-24,2006-12-05
SYNCID0000000090,CA,PE,STRATFORD,7771,1.0,230171.0,2009-03-15,2009-11-27
SYNCID0000000091,CA,,other,4299,1.0,120718.0,,
SYNCID0000000092,CA,BC,NORTH VANCOUVER,7611,50.0,0.0,1991-09-08,1991-07-26
SYNCID0000000093,CA,,other,7759,1.0,247492.0,2021-04-14,2021-05-31
SYNCID0000000094,CA,SK,SASKATOON,7752,2.0,,2014-07-29,2018-08-13
SYNCID0000000095,CA,ON,RICHMOND,7511,0.0,0.0,2011-09-11,2011-11-10
SYNCID0000000096,CA,ON,MISSISSAUGA,other,4.0,767846.0,1999-03-03,1999-12-30
SYNCID0000000097,CA,ON,TORONTO,7759,2.0,,2018-07-27,2019-09-03
SYNCID0000000098,CA,,other,5999,40.0,0.0,,2013-10-22
SYNCID0000000099,CA,ON,ACTON,0112,2.0,683362.0,1996-12-10,1996-12-19
SYNCID0000000100,CA,,other,8651,0.0,0.0,2006-05-27,2006-07-07
SYNCID0000000101,CA,BC,VANCOUVER,8641,10.0,500421.0,2021-02-16,2021-07-27
SYNCID0000000102,CA,ON,BRAMPTON,6031,0.0,106274.0,2020-11-18,2017-04-30
SYNCID0000000103,CA,BC,other,7292,0.0,0.0,2019-12-05,2020-01-01
SYNCID0000000104,CA,ON,ORILLIA,4821,1.0,0.0,2022-05-24,2022-09-16
SYNCID0000000105,CA,ON,AURORA,8651,1.0,0.0,2020-01-06,2021-11-27
SYNCID0000000106,CA,SK,SASKATOON,4589,1.0,0.0,2023-10-19,2023-11-18
SYNCID0000000107,CA,AB,CAMROSE,6031,,98313.0,2012-05-19,2012-09-22
SYNCID0000000108,CA,BC,LANGLEY,,0.0,0.0,2020-09-12,
SYNCID0000000109,CA,ON,TORONTO,0219,1.0,212089.0,2020-02-21,2020-10-18
SYNCID0000000110,CA,ON,OTTAWA,8599,1.0,267345.0,2006-02-27,2006-03-14
SYNCID0000000111,CA,ON,TRENTON,other,4.0,0.0,,
SYNCID0000000112,CA,ON,BRAMPTON,4581,,0.0,2022-09-17,2022-11-12
SYNCID0000000113,CA,ON,RICHMOND HILL,6581,,40287.0,2007-05-22,2007-07-29
SYNCID0000000114,CA,ON,RICHMOND,8669,,0.0,2022-07-10,2023-12-28
SYNCID0000000115,CA,,other,7292,2.0,,1987-06-22,1992-06-30
SYNCID0000000116,CA,AB,CALGARY,7761,1.0,240032.0,,2017-04-21
SYNCID0000000117,CA,,other,4214,,,,
SYNCID0000000118,CA,,other,4011,1.0,16086.0,2020-09-27,2020-10-12
SYNCID0000000119,CA,ON,TORONTO,8652,1.0,25481.0,2012-03-16,2012-11-27
SYNCID0000000120,CA,ON,GRAVENHURST,8653,0.0,0.0,2007-09-15,2000-04-23
SYNCID0000000122,CA,BC,KAMLOOPS,,2.0,147280.0,2007-09-17,2007-11-15
SYNCID0000000123,CA,,other,9861,0.0,,1984-04-23,2018-03-01
SYNCID0000000124,CA,ON,TORONTO,7215,1.0,56334.0,,2005-12-29
SYNCID0000000125,CA,,other,0112,1.0,66961.0,,2018-10-04
SYNCID0000000126,CA,BC,DELTA,0122,2.0,0.0,2023-04-17,2023-09-24
SYNCID0000000127,CA,,other,4011,1.0,180569.0,2006-10-29,2014-02-20
SYNCID0000000128,CA,MB,WINNIPEG,4565,0.0,0.0,2015-12-28,2016-01-01
SYNCID0000000129,CA,ON,NORTH YORK,,3.0,258907.0,2008-02-27,
SYNCID0000000131,CA,ON,OTTAWA,7215,,0.0,2018-07-12,2018-10-20
SYNCID0000000132,CA,,other,7215,0.0,0.0,2008-10-15,
SYNCID0000000133,CA,,other,4021,1.0,,2022-08-10,2022-12-15
SYNCID0000000134,CA,ON,TORONTO,7215,0.0,0.0,2012-03-29,
SYNCID0000000135,CA,NS,HALIFAX,6561,1.0,75420.0,1999-03-24,1999-11-29
SYNCID0000000136,CA,ON,SCARBOROUGH,7421,2.0,0.0,2000-02-09,2000-11-11
SYNCID0000000137,CA,,other,8651,,0.0,2023-03-25,
SYNCID0000000138,CA,QC,TERREBONNE,4499,1.0,252312.0,2019-04-13,2019-11-24
SYNCID0000000139,CA,AB,SLAVE LAKE,9999,,0.0,,2023-09-04
SYNCID0000000140,CA,ON,TORONTO,9611,0.0,0.0,2014-05-30,2014-06-23
SYNCID0000000141,CA,QC,other,other,8.0,1253269.0,1997-11-30,1999-09-12
SYNCID0000000142,CA,AB,CALGARY,0919,0.0,604797.0,1995-09-28,2005-02-28
SYNCID0000000143,CA,AB,STONY PLAIN,other,1.0,491210.0,,1997-11-02
SYNCID0000000144,CA,,other,4299,2.0,1.0,2020-02-12,2020-12-15
SYNCID0000000145,CA,,other,7292,,0.0,2021-03-24,2021-09-06
SYNCID0000000146,CA,BC,SALMON ARM,8651,1.0,0.0,2018-05-06,2018-11-19
SYNCID0000000147,CA,ON,BRACEBRIDGE,9211,2.0,0.0,2022-12-31,2023-01-01
SYNCID0000000148,CA,ON,WOODBRIDGE,7511,0.0,0.0,,2016-07-16
SYNCID0000000149,CA,ON,BRAMPTON,0141,1.0,63806.0,2019-01-04,2022-01-19
SYNCID0000000150,CA,ON,TORONTO,7771,,229960.0,2009-10-13,2010-09-30
SYNCID0000000151,CA,BC,QUESNEL,4011,25.0,2422068.0,1995-04-05,1995-07-30
SYNCID0000000152,CA,NS,,9659,0.0,0.0,2016-02-09,2017-12-29
SYNCID0000000153,CA,QC,MONTREAL,other,2.0,73017.0,1999-03-25,1999-10-13
SYNCID0000000154,CA,ON,TORONTO,4013,2.0,10673640.0,2019-07-06,2020-09-17
SYNCID0000000155,CA,ON,LONDON,7421,1.0,0.0,2020-10-09,2020-12-13
SYNCID0000000156,CA,,other,9811,0.0,0.0,,1992-07-12
SYNCID0000000158,CA,AB,,other,0.0,0.0,1984-10-16,1992-05-02
SYNCID0000000159,CA,,other,0311,2.0,0.0,2022-03-09,2022-08-31
SYNCID0000000160,CA,ON,CAMBRIDGE,7292,0.0,0.0,2022-02-18,2022-06-30
SYNCID0000000161,CA,ON,MAPLE,4411,,11444.0,2013-02-02,2013-03-27
SYNCID0000000162,CA,AB,CALGARY,7749,1.0,,,2022-02-23
SYNCID0000000163,CA,ON,,6012,2.0,11807061.0,2002-02-15,2002-07-20
SYNCID0000000164,CA,BC,PARKSVILLE,7749,1.0,115201.0,2014-06-01,2014-10-05
SYNCID0000000165,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16
SYNCID0000000166,CA,ON,KINGSTON,7421,1.0,0.0,2022-01-20,2022-08-24
SYNCID0000000167,CA,,other,7721,7.0,350833.0,2007-02-27,2014-06-28
SYNCID0000000169,CA,QC,MONTREAL,9949,1.0,1.0,2017-09-09,2017-10-23
SYNCID0000000170,CA,AB,CALGARY,9712,1.0,0.0,,2022-10-16
SYNCID0000000171,CA,ON,COURTICE,9839,0.0,0.0,2003-12-04,2003-12-09
SYNCID0000000172,CA,,other,4299,1.0,283923.0,1979-08-14,1991-07-02
SYNCID0000000173,CA,,other,6351,1.0,0.0,2022-12-09,2022-12-25
SYNCID0000000174,CA,QC,LAVAL,7292,0.0,0.0,2020-02-24,2020-05-15
SYNCID0000000175,CA,ON,STOUFFVILLE,7215,5.0,,2000-01-05,2002-12-17
SYNCID0000000177,CA,ON,HAMILTON,4013,1.0,358544.0,2009-05-26,2009-06-30
SYNCID0000000178,CA,ON,INNISFIL,7761,1.0,0.0,,2019-11-07
SYNCID0000000179,CA,AB,AIRDRIE,7761,0.0,,1997-02-17,1997-05-25
SYNCID0000000180,CA,,other,7511,0.0,0.0,2009-09-26,2010-02-19
SYNCID0000000181,CA,BC,PORT ALBERNI,7215,2.0,180107.0,2013-01-31,2016-10-02
SYNCID0000000182,CA,ON,TORONTO,7751,,172566.0,2020-09-30,2020-11-10
SYNCID0000000183,CA,ON,SAULT STE. MARIE,6232,1.0,611316.0,2006-12-12,
SYNCID0000000184,CA,ON,MISSISSAUGA,,1.0,0.0,,2018-10-23
SYNCID0000000185,CA,SK,PRINCE ALBERT,other,0.0,0.0,1967-07-24,2013-01-25
SYNCID0000000186,CA,ON,WINDSOR,6581,0.0,78768.0,2007-01-10,2008-03-21
SYNCID0000000187,CA,,other,other,2.0,121433.0,2014-04-15,2015-06-26
SYNCID0000000188,CA,,other,7599,1.0,271846.0,2013-04-16,2013-11-22
SYNCID0000000189,CA,,other,6239,10.0,1114435.0,1949-04-14,1994-09-15
SYNCID0000000190,CA,ON,YORK,other,1.0,44244.0,2014-04-27,2015-11-11
SYNCID0000000191,CA,,other,7771,,85575.0,2008-06-20,2008-11-11
SYNCID0000000192,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01
SYNCID0000000193,CA,,other,7292,0.0,0.0,2022-11-29,2022-12-24
SYNCID0000000194,CA,ON,OTTAWA,7599,0.0,139257.0,1972-06-06,1992-04-17
SYNCID0000000195,CA,ON,TORONTO,7211,,971902.0,2020-07-08,2020-10-05
SYNCID0000000196,CA,BC,KELOWNA,9961,,23213.0,,2011-11-02
SYNCID0000000197,CA,,other,other,,0.0,2023-03-20,2023-10-11
SYNCID0000000198,CA,SK,OUTLOOK,9639,1.0,122569.0,2013-06-13,2013-09-19
SYNCID0000000199,CA,MB,WINNIPEG,other,0.0,0.0,2023-10-22,
SYNCID0000000200,CA,ON,TORONTO,other,3.0,0.0,2022-11-11,2022-11-15
SYNCID0000000201,CA,BC,VANCOUVER,4219,3.0,195277.0,,2013-03-01
SYNCID0000000202,CA,ON,HAWKESBURY,7771,1.0,0.0,2019-08-09,2019-11-21
SYNCID0000000203,CA,BC,MAPLE RIDGE,other,0.0,0.0,2017-10-03,2018-06-29
SYNCID0000000204,CA,QC,MONTREAL,other,0.0,100947.0,2020-04-12,2020-12-09
SYNCID0000000205,CA,QC,BROSSARD,9212,20.0,2355974.0,2000-01-20,2007-09-09
SYNCID0000000207,CA,,other,9712,2.0,0.0,1999-10-19,1999-11-18
SYNCID0000000208,CA,SK,SASKATOON,5919,6.0,,2020-05-22,2023-06-05
SYNCID0000000209,CA,BC,BURNABY,9741,2.0,,2023-01-10,2023-11-30
SYNCID0000000210,CA,BC,VANCOUVER,5919,0.0,1121856.0,,2016-10-19
SYNCID0000000211,CA,ON,SARNIA,9811,0.0,,,2012-12-10
SYNCID0000000212,CA,ON,NORTH BAY,9959,1.0,,2023-11-15,2023-12-09
SYNCID0000000213,CA,QC,SAINT-JEROME,4013,,0.0,2023-12-11,2023-12-21
SYNCID0000000214,CA,ON,NORTH YORK,9212,1.0,,2018-03-17,2019-10-07
SYNCID0000000215,CA,ON,MARKHAM,7215,,0.0,2006-03-12,2005-04-18
SYNCID0000000216,CA,ON,TORONTO,7721,,0.0,,2023-07-05
SYNCID0000000217,CA,AB,CALGARY,7771,1.0,1.0,2019-06-25,2019-07-02
SYNCID0000000218,CA,ON,MILTON,7215,0.0,0.0,2008-03-04,2008-06-20
SYNCID0000000219,CA,,other,7759,0.0,33152.0,1994-12-14,1991-11-14
SYNCID0000000220,CA,,other,4274,1.0,70341.0,2010-08-24,2005-12-03
SYNCID0000000221,CA,BC,COQUITLAM,7721,1.0,277040.0,2020-04-30,2020-09-08
SYNCID0000000222,CA,ON,TORONTO,7215,1.0,1.0,2018-12-30,2018-12-31
SYNCID0000000223,CA,,other,9631,1.0,177444.0,2004-02-05,2004-08-26
SYNCID0000000224,CA,ON,NEWMARKET,7771,1.0,277461.0,,1999-10-04
SYNCID0000000225,CA,ON,MISSISSAUGA,7421,,64223.0,2015-08-21,2021-11-11
SYNCID0000000226,CA,BC,LANGLEY,7739,2.0,91193.0,2007-01-29,2007-12-03
SYNCID0000000227,CA,ON,WOODSTOCK,7771,1.0,0.0,,2018-11-23
SYNCID0000000228,CA,BC,FERNIE,7292,1.0,,2022-08-28,2022-12-10
SYNCID0000000229,CA,,other,7292,0.0,,2023-01-28,2023-06-03
SYNCID0000000231,CA,ON,TORONTO,7761,1.0,,2023-09-14,2023-10-30
SYNCID0000000232,CA,NS,BEDFORD,8651,1.0,179830.0,2000-09-05,2000-10-08
SYNCID0000000233,CA,ON,,other,2.0,0.0,2021-01-23,2021-02-22
SYNCID0000000234,CA,ON,ANCASTER,7215,,0.0,2023-10-04,2024-08-15
SYNCID0000000235,CA,ON,GRIMSBY,7761,1.0,1.0,,2014-03-03
SYNCID0000000236,CA,,other,8653,1.0,0.0,2017-11-25,2017-12-30
SYNCID0000000237,CA,AB,CALGARY,8651,1.0,0.0,2023-10-22,2023-11-22
SYNCID0000000238,CA,ON,TORONTO,8641,0.0,0.0,2020-09-09,2020-09-14
SYNCID0000000239,CA,AB,CALGARY,8653,,0.0,1993-11-23,1992-10-12
SYNCID0000000240,CA,ON,THORNHILL,6413,0.0,158508.0,1992-02-05,1991-11-02
SYNCID0000000241,CA,AB,YELLOWHEAD COUNTY,other,1.0,131538.0,2014-10-19,2015-10-01
SYNCID0000000242,CA,ON,BRAMPTON,4561,1.0,0.0,,2020-07-16
SYNCID0000000243,CA,ON,TORONTO,7771,0.0,0.0,2015-08-29,2018-03-06
SYNCID0000000244,CA,NB,SAINT JOHN,9949,,,2008-04-16,2008-06-26
SYNCID0000000245,CA,ON,ORLEANS,8653,0.0,0.0,2022-03-18,2022-12-02
SYNCID0000000246,CA,ON,COLLINGWOOD,7215,0.0,0.0,1988-11-29,1992-12-27
SYNCID0000000247,CA,BC,FERNIE,0911,1.0,,1996-08-27,
SYNCID0000000248,CA,AB,CAMROSE,4274,1.0,0.0,2021-05-30,2021-11-16
SYNCID0000000249,CA,NS,HALIFAX,9614,15.0,707975.0,2001-09-15,2004-08-02
SYNCID0000000250,CA,BC,NANAIMO,7611,3.0,0.0,2020-03-08,2020-11-14
SYNCID0000000251,CA,BC,KAMLOOPS,7215,2.0,0.0,2022-02-11,2022-04-30
SYNCID0000000252,CA,ON,OTTAWA,7799,1.0,74207.0,,2022-10-28
SYNCID0000000254,CA,BC,PRINCE GEORGE,4275,1.0,0.0,,2006-05-03
SYNCID0000000255,CA,,other,7771,0.0,,,1996-09-05
SYNCID0000000256,CA,ON,TORONTO,9712,4.0,,2020-11-15,2020-12-13
SYNCID0000000258,CA,AB,COCHRANE,4275,1.0,,2022-01-09,2022-03-27
SYNCID0000000259,CA,AB,EDMONTON,7215,2.0,0.0,2011-11-17,
SYNCID0000000260,CA,ON,CARLETON PLACE,4219,,0.0,2023-03-15,
SYNCID0000000261,CA,NS,HALIFAX,6921,2.0,310388.0,2008-04-12,2009-04-16
SYNCID0000000262,CA,BC,BURNABY,8651,1.0,176975.0,2003-04-06,2003-08-01
SYNCID0000000263,CA,,other,7511,1.0,0.0,2008-12-29,
SYNCID0000000264,CA,,other,7771,1.0,0.0,2023-08-22,
SYNCID0000000265,CA,ON,GEORGETOWN,6031,1.0,3543852.0,2006-06-06,2016-07-10
SYNCID0000000266,CA,ON,MISSISSAUGA,0211,2.0,0.0,2012-07-03,2021-01-11
SYNCID0000000267,CA,BC,VANCOUVER,9212,2.0,0.0,2022-12-26,
SYNCID0000000268,CA,BC,VICTORIA,8599,1.0,72501.0,2022-12-20,2022-12-26
SYNCID0000000269,CA,ON,BANCROFT,other,1.0,35027.0,2011-12-05,2011-12-21
SYNCID0000000270,CA,ON,MISSISSAUGA,other,0.0,0.0,,2022-07-13
SYNCID0000000271,CA,,other,9213,1.0,,2022-07-29,2022-09-17
SYNCID0000000272,CA,ON,MILTON,7731,2.0,305329.0,2002-07-11,2011-04-06
SYNCID0000000273,CA,ON,OAKVILLE,6031,,0.0,2022-09-01,2022-11-24
SYNCID0000000274,CA,,other,8651,2.0,555489.0,1995-02-17,1995-09-23
SYNCID0000000275,CA,,other,6331,,2119482.0,1992-05-09,
SYNCID0000000276,CA,ON,RICHMOND HILL,7761,1.0,121871.0,1992-07-25,1997-11-15
SYNCID0000000277,CA,,other,other,1.0,0.0,,2023-10-30
SYNCID0000000278,CA,ON,NORTH YORK,7759,1.0,0.0,2021-12-22,2022-07-07
SYNCID0000000279,CA,BC,VANCOUVER,7292,0.0,0.0,2022-05-17,2022-06-02
SYNCID0000000280,CA,,other,other,2.0,275180.0,1983-03-20,2012-12-24
SYNCID0000000281,CA,NB,DIEPPE,7215,0.0,,,
SYNCID0000000282,CA,ON,,7799,1.0,0.0,2022-11-27,2022-12-10
SYNCID0000000284,CA,,other,7299,1.0,207634.0,,2018-09-19
SYNCID0000000285,CA,AB,CALGARY,9211,,0.0,,2023-05-17
SYNCID0000000286,CA,SK,OUTLOOK,8651,1.0,0.0,2008-06-29,2008-07-28
SYNCID0000000287,CA,ON,AJAX,4589,1.0,178909.0,2018-03-25,2020-04-20
SYNCID0000000288,CA,ON,MISSISSAUGA,4011,4.0,1570625.0,,2010-04-12
SYNCID0000000289,CA,BC,ABBOTSFORD,,,51204.0,1995-06-02,1995-10-29
SYNCID0000000290,CA,ON,PETERBOROUGH,7771,1.0,24625.0,2018-11-04,2018-11-09
SYNCID0000000291,CA,,other,9631,10.0,1456493.0,2015-01-16,2018-10-27
SYNCID0000000292,CA,,other,7511,1.0,,2020-02-27,
SYNCID0000000293,CA,,other,other,0.0,0.0,2007-09-08,2007-05-03
SYNCID0000000294,CA,BC,CAMPBELL RIVER,4275,0.0,0.0,,2016-12-21
SYNCID0000000295,CA,,other,1099,1.0,0.0,2001-02-14,2001-04-09
SYNCID0000000296,CA,BC,MCBRIDE,other,2.0,131976.0,2000-06-08,2008-01-20
SYNCID0000000297,CA,ON,CAMBRIDGE,7215,0.0,0.0,1980-01-06,
SYNCID0000000298,CA,ON,THORNHILL,7761,3.0,0.0,1981-03-22,1991-05-25
SYNCID0000000299,CA,QC,VERDUN,4561,1.0,118503.0,,2017-07-06
SYNCID0000000300,CA,BC,NEW WESTMINSTER,7599,1.0,152125.0,2008-07-17,2009-03-15
SYNCID0000000301,CA,QC,WESTMOUNT,8611,6.0,1320332.0,2007-07-03,2010-12-29
SYNCID0000000302,CA,,other,7771,1.0,96627.0,2009-01-12,2014-02-23
SYNCID0000000303,CA,AB,EDMONTON,6121,1.0,144214.0,2021-06-05,2021-06-27
SYNCID0000000304,CA,BC,VANCOUVER,4013,1.0,0.0,,2020-12-08
SYNCID0000000305,CA,ON,BOWMANVILLE,3099,1.0,0.0,,2020-12-26
SYNCID0000000306,CA,BC,WEST VANCOUVER,5999,1.0,20929.0,2020-03-09,2021-12-08
SYNCID0000000307,CA,ON,SCARBOROUGH,7215,2.0,0.0,2022-10-02,2022-12-28
SYNCID0000000308,CA,BC,RICHMOND,7215,0.0,,2006-09-22,
SYNCID0000000309,CA,AB,CALGARY,9799,2.0,565476.0,2008-09-03,
SYNCID0000000310,CA,,other,other,1.0,0.0,2020-05-17,
SYNCID0000000311,CA,SK,REGINA,other,0.0,0.0,2020-04-04,2020-12-24
SYNCID0000000312,CA,ON,KINGSTON,other,2.0,183299.0,2016-02-04,2016-06-30
SYNCID0000000313,CA,,other,7292,,0.0,2023-02-04,2023-10-18
SYNCID0000000314,CA,,other,4012,1.0,0.0,2019-03-18,2019-06-23
SYNCID0000000315,CA,,other,6593,1.0,11849.0,1989-06-16,1998-07-28
SYNCID0000000316,CA,ON,MARKHAM,other,1.0,0.0,2022-03-30,2022-05-15
SYNCID0000000317,CA,,other,other,0.0,0.0,1990-04-03,1991-11-19
SYNCID0000000318,CA,ON,TORONTO,8661,2.0,0.0,2023-08-05,2023-12-01
SYNCID0000000319,CA,ON,TORONTO,5731,1.0,,1998-10-09,2016-04-10
SYNCID0000000320,CA,AB,CALGARY,8653,0.0,,1999-09-28,
SYNCID0000000321,CA,ON,ALLISTON,,1.0,0.0,2019-06-25,2019-06-27
SYNCID0000000323,CA,AB,FORT MCMURRAY,8699,1.0,,2009-08-24,2009-10-15
SYNCID0000000324,CA,ON,WHITBY,5961,1.0,0.0,2023-02-23,2023-06-07
SYNCID0000000325,CA,SK,MOOSE JAW,8652,0.0,0.0,2008-02-29,2008-05-09
SYNCID0000000326,CA,AB,CALGARY,4013,1.0,241854.0,2017-04-17,2017-09-01
SYNCID0000000327,CA,ON,THORNHILL,7215,1.0,0.0,,2017-08-19
SYNCID0000000328,CA,BC,RICHMOND,9953,,616899.0,1979-10-04,
